C,micro_precision
100,0.922115384615
10000,0.929807692308
10000,0.9125
10000,0.9125
10000,0.925961538462
1000,0.918190567854
10000,0.929740134745
1000,0.9114533205
1000,0.917228103946
10000,0.918190567854
